Local Time,AQI,CO,NO2,O3,PM10,PM25,SO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2022-01-16 07:00:00,187.0,0.27415338807568723,9.256849724489465,0.022414000000000003,117.0,83.0,11.54531264633347,75,0.0,1017,96,18.0,0.6,1.0
2022-01-16 08:00:00,169.0,0.23814374866119245,7.308039256175893,0.02834437083333334,97.7,69.33,9.201264321168795,75,0.0,1017,94,19.0,0.7,1.33
2022-01-16 09:00:00,150.0,0.20221413066761873,5.359228787862322,0.03422804583333333,78.3,55.67,6.892201791902101,75,0.0,1017,91,20.0,2.2,1.66
2022-01-16 10:00:00,118.0,0.16628451267404498,3.4104183195487505,0.04015841666666667,59.0,42.0,4.548153466737427,75,0.5,1018,88,21.0,2.3,2.0
2022-01-16 11:00:00,111.0,0.15396121385219566,2.7770549173468395,0.04202625000000001,55.3,39.33,4.198295507757625,70,0.0,1017,83,22.2,3.7,2.33
2022-01-16 12:00:00,103.0,0.1416379150303463,2.0949712534370892,0.043894083333333334,51.7,36.67,3.8484375487778233,66,0.0,1016,79,23.4,3.8,2.66
2022-01-16 13:00:00,98.0,0.12939463762941808,1.4616078512351787,0.04576191666666667,48.0,34.0,3.498579589798021,62,0.0,1015,74,24.6,3.9,3.0
2022-01-16 14:00:00,109.0,0.13683662977508032,2.2898523002684463,0.043100254166666664,54.3,38.67,4.548153466737427,75,0.0,1015,75,23.9,3.3,3.0
2022-01-16 15:00:00,121.0,0.14427862192074262,3.0693764875938747,0.04048528750000001,60.7,43.33,5.5977273436768336,87,0.5,1015,75,23.3,2.3,3.0
2022-01-16 16:00:00,134.0,0.15180063548732597,3.897620936627143,0.037823625,67.0,48.0,6.64730122061624,100,0.0,1015,75,22.6,1.6,3.0
2022-01-16 17:00:00,140.0,0.17556699750089255,4.872026170783928,0.034414829166666674,70.7,50.33,7.801832485249587,100,0.5,1016,79,21.6,1.2,2.66
2022-01-16 18:00:00,147.0,0.19941338093538022,5.846431404940715,0.0309593375,74.3,52.67,8.991349545780913,100,0.0,1016,83,20.7,0.0,2.33
2022-01-16 19:00:00,153.0,0.2232597643698679,6.820836639097501,0.02755054166666667,78.0,55.0,10.145880810414262,100,0.0,1016,88,19.7,0.0,2.0
2022-01-16 20:00:00,137.0,0.2439052909675116,6.820836639097501,0.026616625000000005,69.7,49.0,10.950554116067806,100,0.0,1017,88,18.7,0.0,3.33
2022-01-16 21:00:00,121.0,0.2646308389860764,6.820836639097501,0.025682708333333335,61.3,43.0,11.790213217619332,100,0.0,1017,88,17.7,0.0,4.66
2022-01-16 22:00:00,104.0,0.2853563870046413,6.820836639097501,0.024748791666666665,53.0,37.0,12.594886523272875,100,0.0,1018,89,16.7,0.0,6.0
2022-01-16 23:00:00,106.0,0.2881571367368797,6.820836639097501,0.02460870416666667,53.7,37.67,13.399559828926419,100,0.0,1018,89,16.3,0.0,5.33
2022-01-17 00:00:00,108.0,0.2909578864691182,6.820836639097501,0.024421920833333333,54.3,38.33,14.239218930477946,100,0.5,1018,89,15.8,0.0,4.66
2022-01-17 01:00:00,110.0,0.2937586362013567,6.820836639097501,0.024281833333333336,55.0,39.0,15.043892236131489,100,0.0,1018,90,15.4,0.0,4.0
2022-01-17 02:00:00,111.0,0.2901576722599072,6.820836639097501,0.023814875000000003,55.7,39.33,14.938934848437551,87,0.5,1018,91,15.1,0.0,3.66
2022-01-17 03:00:00,112.0,0.2865567083184577,6.820836639097501,0.023347916666666666,56.3,39.67,14.798991664845628,75,0.5,1018,92,14.7,0.0,3.33
2022-01-17 04:00:00,112.0,0.2830357657979293,6.820836639097501,0.022880958333333336,57.0,40.0,14.694034277151687,62,0.5,1018,93,14.4,0.0,3.0
2022-01-17 05:00:00,116.0,0.2786345876472688,6.3336340220191065,0.022554087499999997,58.7,41.33,13.889360971498144,66,2.25,1018,93,14.2,0.0,3.33
2022-01-17 06:00:00,120.0,0.27431343091752947,5.846431404940715,0.022273912500000007,60.3,42.67,13.049701869946617,70,2.5,1019,93,14.0,0.0,3.66
2022-01-17 07:00:00,123.0,0.269912252766869,5.359228787862322,0.021947041666666667,62.0,44.0,12.245028564293072,75,1.75,1020,93,13.8,0.6,4.0
2022-01-17 08:00:00,115.0,0.2632704748304177,5.018186955907447,0.023021045833333333,57.7,41.0,11.195454687353667,66,0.75,1021,91,14.0,0.7,3.66
2022-01-17 09:00:00,107.0,0.2565486754730454,4.72586538566041,0.024141745833333336,53.3,38.0,10.145880810414262,58,0.5,1022,90,14.1,1.0,3.33
2022-01-17 10:00:00,100.0,0.24982687611567297,4.384823553705536,0.025215750000000002,49.0,35.0,9.096306933474853,50,0.75,1022,89,14.3,1.5,3.0
2022-01-17 11:00:00,100.0,0.24878659764369865,4.384823553705536,0.025682708333333335,49.0,35.0,8.641491586801111,58,0.0,1022,85,14.6,1.9,3.0
2022-01-17 12:00:00,100.0,0.2476662977508033,4.384823553705536,0.026149666666666672,49.0,35.0,8.15169044422939,66,0.25,1021,81,15.0,2.1,3.0
2022-01-17 13:00:00,100.0,0.2465459978579079,4.384823553705536,0.026616625000000005,49.0,35.0,7.696875097555647,75,0.75,1021,78,15.3,2.0,3.0
2022-01-17 14:00:00,103.0,0.24894664048554088,4.530984338829054,0.026149666666666672,51.0,36.33,7.941775668841506,66,1.0,1021,75,15.5,1.6,3.0
2022-01-17 15:00:00,106.0,0.2512672616922528,4.72586538566041,0.025682708333333335,53.0,37.67,8.15169044422939,58,0.25,1020,73,15.8,1.1,3.0
2022-01-17 16:00:00,110.0,0.25358788289896467,4.872026170783928,0.025215750000000002,55.0,39.0,8.39659101551525,50,0.5,1020,71,16.0,0.8,3.0
2022-01-17 17:00:00,118.0,0.2582291253123884,5.359228787862322,0.02488887916666667,59.3,42.0,9.096306933474853,66,0.5,1020,74,15.8,0.7,2.33
2022-01-17 18:00:00,126.0,0.2629503891467333,5.846431404940715,0.02460870416666667,63.7,45.0,9.79602285143446,83,0.5,1021,76,15.6,0.0,1.66
2022-01-17 19:00:00,134.0,0.2675916315601571,6.3336340220191065,0.024281833333333336,68.0,48.0,10.495738769394062,100,0.0,1021,79,15.4,0.0,1.0
2022-01-17 20:00:00,139.0,0.2697522099250268,6.479794807142626,0.025075662500000005,70.0,49.67,11.54531264633347,100,1.0,1021,82,15.4,0.0,1.33
2022-01-17 21:00:00,143.0,0.27191278828989646,6.674675853973982,0.025822795833333335,72.0,51.33,12.594886523272875,100,0.75,1022,85,15.3,0.0,1.66
2022-01-17 22:00:00,148.0,0.27415338807568723,6.820836639097501,0.026616625000000005,74.0,53.0,13.644460400212282,100,0.25,1022,89,15.3,0.0,2.0
2022-01-17 23:00:00,148.0,0.27447347375937164,7.161878471052374,0.02755054166666667,74.7,53.33,14.589076889457749,100,1.0,1022,88,15.3,0.0,2.0
2022-01-18 00:00:00,149.0,0.27479355944305606,7.454200041299411,0.028484458333333337,75.3,53.67,15.498707582805231,100,0.5,1022,87,15.4,0.0,2.0
2022-01-18 01:00:00,150.0,0.27503362370581935,7.795241873254286,0.029418375,76.0,54.0,16.4433240720507,100,0.0,1022,86,15.4,0.0,2.0
2022-01-18 02:00:00,146.0,0.27055242413423775,7.649081088130768,0.030025420833333333,73.7,52.33,16.093466113070896,100,0.0,1022,87,15.3,0.0,2.0
2022-01-18 03:00:00,141.0,0.2660712245626562,7.454200041299411,0.030679162500000006,71.3,50.67,15.743608154091095,100,0.0,1022,88,15.3,0.0,2.0
2022-01-18 04:00:00,137.0,0.2615100035701535,7.308039256175893,0.031286208333333336,69.0,49.0,15.393750195111293,100,0.0,1021,89,15.2,0.0,2.0
2022-01-18 05:00:00,132.0,0.2672715458764727,7.454200041299411,0.029418375,66.7,47.33,15.043892236131489,100,0.0,1022,88,15.2,0.0,2.0
2022-01-18 06:00:00,128.0,0.27303308818279187,7.649081088130768,0.02755054166666667,64.3,45.67,14.694034277151687,100,0.0,1022,88,15.2,0.0,2.0
2022-01-18 07:00:00,123.0,0.278794630489111,7.795241873254286,0.025682708333333335,62.0,44.0,14.344176318171886,100,0.0,1022,87,15.2,0.6,2.0
2022-01-18 08:00:00,103.0,0.2557484612638344,5.992592190064232,0.03161307916666667,51.3,36.67,12.140071176599134,79,0.0,1023,75,16.5,0.7,2.0
2022-01-18 09:00:00,87.0,0.23270229203855766,4.238662768582017,0.03749675416666667,40.7,29.33,9.9009802391284,58,0.0,1023,64,17.7,1.1,2.0
2022-01-18 10:00:00,72.0,0.20965612281328097,2.436013085391964,0.043427125,30.0,22.0,7.696875097555647,37,0.0,1023,55,19.0,1.6,2.0
2022-01-18 11:00:00,69.0,0.20077374509103893,2.0949712534370892,0.048423579166666675,28.3,20.67,6.997159179596042,37,0.0,1022,49,19.8,2.7,2.33
2022-01-18 12:00:00,66.0,0.19197138878971798,1.8026496831900536,0.0533733375,26.7,19.33,6.297443261636437,37,0.0,1021,44,20.5,5.7,2.66
