,AQI,PM25,PM10,O3,CO,SO2,NO2,Clouds,Precipitation,Pressure,Relative Humidity,Temperature,UV Index,Wind Speed
2023-08-19,122,43.85,54.839999999999996,0.07658116666666667,0.16043294626918958,58.076421190647146,11.351820977926554,74.0,1.25,1003.15,89.65,29.845,0.945,0.9845
2023-08-20,90,30.181818181818183,37.74999999999999,0.047629750000000005,0.1746867618707605,55.17260013111479,19.829146515090592,74.18181818181819,1.6818181818181819,1004.2727272727273,91.45454545454545,27.4,1.1272727272727272,1.2804545454545455
2023-08-21,86,28.0,35.020833333333336,0.07004375,0.45228107104605497,58.181378578341096,24.360130853919642,68.79166666666667,0.14583333333333334,1004.8333333333334,81.33333333333333,29.287499999999998,1.3208333333333333,1.6016666666666666
2023-08-22,119,32.533500000000004,40.69999999999999,0.07625429583333335,0.2016219721528026,37.08494365185902,14.128875895273394,63.95,0.025,1003.75,82.1,30.339999999999996,0.8799999999999999,2.0955000000000004
2023-08-23,112,29.263157894736842,36.59473684210526,0.074246375,0.1687351686897537,44.78181874941467,11.69286280988143,76.36842105263158,2.3289473684210527,1001.8947368421053,80.10526315789474,30.321052631578947,0.6263157894736843,1.541578947368421
2023-08-24,92,31.25,39.0875,0.04809670833333334,0.18933068189932167,36.14032716261355,9.403010509612983,92.04166666666667,1.9791666666666667,1003.2083333333334,83.33333333333333,28.791666666666668,1.0916666666666666,0.9045833333333334
2023-08-25,108,38.291666666666664,47.89166666666667,0.06490720833333334,0.16752484469832202,47.58068242125308,14.128875895273394,82.375,1.3958333333333333,1003.6666666666666,84.70833333333333,29.291666666666668,1.0958333333333334,1.5920833333333333
2023-08-26,124,26.583333333333332,33.25833333333333,0.07751508333333333,0.3255671510174938,37.78465956981862,17.05209159774375,72.79166666666667,1.59375,1001.5,83.79166666666667,29.579166666666666,1.0416666666666667,1.4316666666666666
2023-08-27,129,28.708333333333332,35.912499999999994,0.07891595833333334,0.19792298197072475,44.08210283145506,15.10328112943018,64.58333333333333,0.21875,998.875,76.75,30.866666666666664,1.0125,1.3787500000000001
2023-08-28,114,20.291666666666668,25.40833333333333,0.07471333333333334,0.1624434844698322,44.431960790434864,9.744052341567857,73.125,1.9791666666666667,1001.0833333333334,82.33333333333333,28.825,1.0125,1.7970833333333334
2023-08-29,117,27.208333333333332,34.02916666666667,0.07564725,0.18247884773295253,45.48153466737427,12.667268044038213,70.0,0.0625,1003.4166666666666,68.625,29.316666666666666,2.0833333333333335,1.5895833333333333
2023-08-30,109,26.0,32.512499999999996,0.07331245833333334,0.19397192431274546,46.18125058533388,11.205660192803036,54.041666666666664,0.0,1005.5833333333334,56.333333333333336,30.375,2.0749999999999997,1.3175000000000001
2023-08-31,127,44.76190476190476,55.976190476190474,0.078449,0.21541766511960012,58.42627914962695,16.905930812620234,23.714285714285715,0.0,1005.1428571428571,56.0,30.547619047619047,3.5619047619047617,1.75
